feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score
4449,Divya,Average experience,2025-10-21,Headphones,average experience,negative,-0.15
4450,Divya,Worst product ever,2025-01-19,E-commerce,worst product ever,negative,-1.0
4451,Pooja,Worst product ever,2025-04-23,Smart Watch,worst product ever,negative,-1.0
4452,Sneha,Customer support did not respond,2025-02-12,E-commerce,customer support did not respond,neutral,0.0
4453,Pooja,Acceptable performance,2025-01-16,Internet Service,acceptable performance,neutral,0.0
4454,Rahul,Delivery was too late,2025-05-10,Mobile,delivery too late,negative,-0.3
4455,Priya,Excellent quality and very satisfied,2025-04-06,Mobile,excellent quality very satisfied,positive,0.825
4456,Manoj,Delivery was too late,2025-03-11,Laptop,delivery too late,negative,-0.3
4457,Arun,Very bad experience and disappointed,2025-08-11,Laptop,very bad experience disappointed,negative,-0.8299999999999998
4458,Rahul,"Amazing experience, highly recommend",2025-07-14,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
4459,Pooja,"Amazing experience, highly recommend",2025-05-21,Mobile,amazing experience highly recommend,positive,0.38000000000000006
4460,Sneha,Excellent quality and very satisfied,2025-11-06,E-commerce,excellent quality very satisfied,positive,0.825
4461,Suresh,Great service and fast delivery,2025-02-15,Banking App,great service fast delivery,positive,0.5
4462,Sneha,Customer support did not respond,2025-11-10,Mobile,customer support did not respond,neutral,0.0
4463,Divya,Nothing special,2025-09-08,Laptop,nothing special,positive,0.35714285714285715
4464,Rahul,Great service and fast delivery,2025-03-30,E-commerce,great service fast delivery,positive,0.5
4465,Karthik,Very happy with the product,2025-04-26,Internet Service,very happy product,positive,1.0
4466,Sneha,Poor quality and waste of money,2025-01-12,Laptop,poor quality waste money,negative,-0.30000000000000004
4467,Divya,Customer support did not respond,2025-05-01,Smart Watch,customer support did not respond,neutral,0.0
4468,Karthik,Very bad experience and disappointed,2025-10-09,Banking App,very bad experience disappointed,negative,-0.8299999999999998
4469,Pooja,Poor quality and waste of money,2026-01-01,Mobile App,poor quality waste money,negative,-0.30000000000000004
4470,Anitha,Excellent quality and very satisfied,2025-04-24,Banking App,excellent quality very satisfied,positive,0.825
4471,Sneha,Decent product,2025-01-06,Internet Service,decent product,positive,0.16666666666666666
4472,Arun,Nothing special,2025-10-17,Mobile,nothing special,positive,0.35714285714285715
4473,Pooja,Worst product ever,2025-04-01,Smart Watch,worst product ever,negative,-1.0
4474,Sneha,Poor quality and waste of money,2025-10-21,Mobile App,poor quality waste money,negative,-0.30000000000000004
4475,Sneha,Delivery was too late,2025-02-11,Headphones,delivery too late,negative,-0.3
4476,Rahul,"Amazing experience, highly recommend",2025-05-07,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
4477,Pooja,Delivery was too late,2025-10-29,Internet Service,delivery too late,negative,-0.3
4478,Rahul,Okay for the price,2025-11-15,Mobile App,okay price,positive,0.5
4479,Anitha,Poor quality and waste of money,2025-06-11,Laptop,poor quality waste money,negative,-0.30000000000000004
4480,Sneha,Very happy with the product,2025-01-25,Headphones,very happy product,positive,1.0
4481,Suresh,Okay for the price,2025-11-03,E-commerce,okay price,positive,0.5
4482,Anitha,Okay for the price,2025-07-08,E-commerce,okay price,positive,0.5
4483,Arun,"Amazing experience, highly recommend",2025-01-15,Headphones,amazing experience highly recommend,positive,0.38000000000000006
4484,Manoj,Acceptable performance,2025-04-01,Headphones,acceptable performance,neutral,0.0
4485,Divya,Poor quality and waste of money,2025-01-02,Smart Watch,poor quality waste money,negative,-0.30000000000000004
4486,Anitha,Customer support did not respond,2025-06-24,Banking App,customer support did not respond,neutral,0.0
4487,Manoj,Poor quality and waste of money,2025-01-28,Banking App,poor quality waste money,negative,-0.30000000000000004
4488,Anitha,Decent product,2025-02-24,Headphones,decent product,positive,0.16666666666666666
4489,Suresh,Very bad experience and disappointed,2025-12-11,Banking App,very bad experience disappointed,negative,-0.8299999999999998
4490,Suresh,Okay for the price,2025-11-14,Smart Watch,okay price,positive,0.5
4491,Suresh,Customer support did not respond,2025-10-29,Banking App,customer support did not respond,neutral,0.0
4492,Suresh,Great service and fast delivery,2025-03-14,Smart Watch,great service fast delivery,positive,0.5
4493,Pooja,Nothing special,2025-10-17,Mobile App,nothing special,positive,0.35714285714285715
4494,Arun,Customer support did not respond,2025-07-12,Banking App,customer support did not respond,neutral,0.0
4495,Suresh,Delivery was too late,2025-06-23,Banking App,delivery too late,negative,-0.3
4496,Priya,Acceptable performance,2025-07-11,Internet Service,acceptable performance,neutral,0.0
4497,Manoj,"Amazing experience, highly recommend",2025-09-19,Laptop,amazing experience highly recommend,positive,0.38000000000000006
4498,Arun,Poor quality and waste of money,2025-04-08,Headphones,poor quality waste money,negative,-0.30000000000000004
4499,Anitha,Support team was very helpful,2025-06-14,Laptop,support team very helpful,positive,0.2
4500,Anitha,Average experience,2025-04-16,E-commerce,average experience,negative,-0.15
4501,Divya,Support team was very helpful,2025-06-22,Banking App,support team very helpful,positive,0.2
4502,Divya,Average experience,2025-07-23,Banking App,average experience,negative,-0.15
4503,Priya,Decent product,2025-01-10,Banking App,decent product,positive,0.16666666666666666
4504,Sneha,Customer support did not respond,2025-01-25,Laptop,customer support did not respond,neutral,0.0
4505,Rahul,Excellent quality and very satisfied,2025-02-05,Smart Watch,excellent quality very satisfied,positive,0.825
4506,Arun,Nothing special,2025-11-09,Mobile App,nothing special,positive,0.35714285714285715
4507,Suresh,Customer support did not respond,2025-01-18,Internet Service,customer support did not respond,neutral,0.0
4508,Manoj,Support team was very helpful,2025-09-18,Internet Service,support team very helpful,positive,0.2
4509,Karthik,Poor quality and waste of money,2025-10-21,Banking App,poor quality waste money,negative,-0.30000000000000004
4510,Suresh,Worst product ever,2025-11-10,Internet Service,worst product ever,negative,-1.0
4511,Divya,Average experience,2025-01-10,Banking App,average experience,negative,-0.15
4512,Manoj,Okay for the price,2025-09-25,Headphones,okay price,positive,0.5
4513,Sneha,Decent product,2025-01-01,Headphones,decent product,positive,0.16666666666666666
4514,Pooja,Worst product ever,2025-04-12,Banking App,worst product ever,negative,-1.0
4515,Anitha,Decent product,2025-09-03,Banking App,decent product,positive,0.16666666666666666
4516,Sneha,Acceptable performance,2025-05-10,Internet Service,acceptable performance,neutral,0.0
4517,Karthik,Decent product,2025-06-29,Laptop,decent product,positive,0.16666666666666666
4518,Rahul,Great service and fast delivery,2025-01-19,E-commerce,great service fast delivery,positive,0.5
4519,Anitha,Great service and fast delivery,2025-12-10,Internet Service,great service fast delivery,positive,0.5
4520,Divya,Acceptable performance,2025-05-31,Headphones,acceptable performance,neutral,0.0
4521,Anitha,Excellent quality and very satisfied,2025-01-27,Banking App,excellent quality very satisfied,positive,0.825
4522,Karthik,Poor quality and waste of money,2025-04-13,Laptop,poor quality waste money,negative,-0.30000000000000004
4523,Rahul,"Amazing experience, highly recommend",2025-07-21,Laptop,amazing experience highly recommend,positive,0.38000000000000006
4524,Arun,Nothing special,2025-02-06,Smart Watch,nothing special,positive,0.35714285714285715
4525,Suresh,Customer support did not respond,2025-03-12,Smart Watch,customer support did not respond,neutral,0.0
4526,Sneha,Average experience,2025-12-15,E-commerce,average experience,negative,-0.15
4527,Divya,Excellent quality and very satisfied,2025-01-01,Mobile,excellent quality very satisfied,positive,0.825
4528,Anitha,Okay for the price,2025-01-20,Headphones,okay price,positive,0.5
4529,Sneha,Very bad experience and disappointed,2025-02-13,Banking App,very bad experience disappointed,negative,-0.8299999999999998
4530,Pooja,Support team was very helpful,2025-05-17,Banking App,support team very helpful,positive,0.2
4531,Rahul,Great service and fast delivery,2025-10-14,Laptop,great service fast delivery,positive,0.5
4532,Manoj,Poor quality and waste of money,2025-10-01,Headphones,poor quality waste money,negative,-0.30000000000000004
4533,Manoj,Decent product,2025-01-04,Banking App,decent product,positive,0.16666666666666666
4534,Sneha,"Amazing experience, highly recommend",2025-08-24,Headphones,amazing experience highly recommend,positive,0.38000000000000006
4535,Anitha,Poor quality and waste of money,2025-11-16,Banking App,poor quality waste money,negative,-0.30000000000000004
4536,Pooja,Okay for the price,2025-10-10,Mobile App,okay price,positive,0.5
4537,Divya,Support team was very helpful,2025-08-28,Laptop,support team very helpful,positive,0.2
4538,Arun,Support team was very helpful,2025-08-01,Laptop,support team very helpful,positive,0.2
4539,Priya,Average experience,2025-03-08,Laptop,average experience,negative,-0.15
4540,Rahul,Acceptable performance,2025-12-24,Mobile App,acceptable performance,neutral,0.0
4541,Pooja,Customer support did not respond,2025-07-26,Mobile App,customer support did not respond,neutral,0.0
4542,Rahul,Very bad experience and disappointed,2025-10-24,Headphones,very bad experience disappointed,negative,-0.8299999999999998
4543,Anitha,Decent product,2025-09-07,Mobile,decent product,positive,0.16666666666666666
4544,Priya,Acceptable performance,2025-06-26,Smart Watch,acceptable performance,neutral,0.0
4545,Divya,Worst product ever,2025-05-17,Mobile App,worst product ever,negative,-1.0
4546,Anitha,Support team was very helpful,2025-07-19,Smart Watch,support team very helpful,positive,0.2
4547,Priya,Worst product ever,2025-05-02,Banking App,worst product ever,negative,-1.0
4548,Arun,Support team was very helpful,2025-12-10,Banking App,support team very helpful,positive,0.2
4549,Rahul,Great service and fast delivery,2025-07-21,Headphones,great service fast delivery,positive,0.5
4550,Rahul,Average experience,2025-10-13,Laptop,average experience,negative,-0.15
4551,Manoj,Acceptable performance,2025-06-14,E-commerce,acceptable performance,neutral,0.0
4552,Suresh,"Amazing experience, highly recommend",2025-07-01,Headphones,amazing experience highly recommend,positive,0.38000000000000006
4553,Manoj,Delivery was too late,2025-04-02,Banking App,delivery too late,negative,-0.3
4554,Rahul,Very bad experience and disappointed,2025-01-26,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
4555,Suresh,Very happy with the product,2025-04-05,Headphones,very happy product,positive,1.0
4556,Priya,"Amazing experience, highly recommend",2025-06-08,E-commerce,amazing experience highly recommend,positive,0.38000000000000006
4557,Anitha,Excellent quality and very satisfied,2025-04-15,Banking App,excellent quality very satisfied,positive,0.825
4558,Anitha,Decent product,2025-05-29,Mobile,decent product,positive,0.16666666666666666
4559,Karthik,Acceptable performance,2025-08-30,E-commerce,acceptable performance,neutral,0.0
4560,Pooja,Very bad experience and disappointed,2025-10-07,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
4561,Pooja,Very happy with the product,2025-06-20,Mobile App,very happy product,positive,1.0
4562,Manoj,Very bad experience and disappointed,2025-05-20,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
4563,Priya,Decent product,2025-01-30,Headphones,decent product,positive,0.16666666666666666
4564,Manoj,Very happy with the product,2025-01-06,Smart Watch,very happy product,positive,1.0
4565,Priya,Excellent quality and very satisfied,2025-02-11,Internet Service,excellent quality very satisfied,positive,0.825
4566,Suresh,Customer support did not respond,2025-12-02,E-commerce,customer support did not respond,neutral,0.0
4567,Divya,Nothing special,2025-04-11,Banking App,nothing special,positive,0.35714285714285715
4568,Suresh,Very bad experience and disappointed,2025-05-04,Laptop,very bad experience disappointed,negative,-0.8299999999999998
4569,Sneha,Poor quality and waste of money,2025-06-05,Laptop,poor quality waste money,negative,-0.30000000000000004
4570,Anitha,Support team was very helpful,2025-07-24,Laptop,support team very helpful,positive,0.2
4571,Pooja,Decent product,2025-06-16,Mobile,decent product,positive,0.16666666666666666
4572,Suresh,Decent product,2026-01-01,E-commerce,decent product,positive,0.16666666666666666
4573,Pooja,Excellent quality and very satisfied,2025-10-03,Internet Service,excellent quality very satisfied,positive,0.825
4574,Priya,Okay for the price,2025-07-06,E-commerce,okay price,positive,0.5
4575,Anitha,"Amazing experience, highly recommend",2025-08-02,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
4576,Pooja,Excellent quality and very satisfied,2025-02-05,Laptop,excellent quality very satisfied,positive,0.825
4577,Rahul,Nothing special,2025-11-15,Mobile,nothing special,positive,0.35714285714285715
4578,Sneha,Delivery was too late,2025-05-29,E-commerce,delivery too late,negative,-0.3
4579,Suresh,Okay for the price,2025-07-22,E-commerce,okay price,positive,0.5
4580,Manoj,Great service and fast delivery,2025-02-12,Headphones,great service fast delivery,positive,0.5
4581,Anitha,Decent product,2025-04-14,Banking App,decent product,positive,0.16666666666666666
4582,Suresh,Delivery was too late,2025-04-20,Mobile App,delivery too late,negative,-0.3
4583,Priya,"Amazing experience, highly recommend",2025-01-20,E-commerce,amazing experience highly recommend,positive,0.38000000000000006
4584,Sneha,Support team was very helpful,2025-04-04,Mobile,support team very helpful,positive,0.2
4585,Pooja,Delivery was too late,2025-05-29,Smart Watch,delivery too late,negative,-0.3
4586,Divya,Poor quality and waste of money,2025-03-15,Banking App,poor quality waste money,negative,-0.30000000000000004
4587,Sneha,Excellent quality and very satisfied,2025-11-09,E-commerce,excellent quality very satisfied,positive,0.825
4588,Suresh,Decent product,2025-07-02,Mobile,decent product,positive,0.16666666666666666
4589,Sneha,Great service and fast delivery,2025-04-21,E-commerce,great service fast delivery,positive,0.5
4590,Suresh,Poor quality and waste of money,2025-09-08,Mobile,poor quality waste money,negative,-0.30000000000000004
4591,Arun,Okay for the price,2025-02-09,Mobile,okay price,positive,0.5
4592,Rahul,Great service and fast delivery,2025-07-21,E-commerce,great service fast delivery,positive,0.5
4593,Manoj,Average experience,2025-11-30,Mobile App,average experience,negative,-0.15
4594,Divya,Okay for the price,2025-08-29,Mobile App,okay price,positive,0.5
4595,Suresh,Nothing special,2025-12-31,E-commerce,nothing special,positive,0.35714285714285715
4596,Karthik,Okay for the price,2025-08-02,Headphones,okay price,positive,0.5
4597,Sneha,"Amazing experience, highly recommend",2025-02-15,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
4598,Anitha,Support team was very helpful,2025-12-03,Internet Service,support team very helpful,positive,0.2
4599,Sneha,Acceptable performance,2025-09-03,Laptop,acceptable performance,neutral,0.0
4600,Manoj,Okay for the price,2025-10-12,Internet Service,okay price,positive,0.5
4601,Arun,Support team was very helpful,2025-01-01,Internet Service,support team very helpful,positive,0.2
4602,Karthik,Poor quality and waste of money,2025-05-16,Smart Watch,poor quality waste money,negative,-0.30000000000000004
4603,Sneha,Very bad experience and disappointed,2025-12-15,Mobile,very bad experience disappointed,negative,-0.8299999999999998
4604,Arun,Support team was very helpful,2025-10-23,Banking App,support team very helpful,positive,0.2
4605,Anitha,"Amazing experience, highly recommend",2025-12-02,E-commerce,amazing experience highly recommend,positive,0.38000000000000006
4606,Suresh,Worst product ever,2025-09-13,Banking App,worst product ever,negative,-1.0
4607,Pooja,Poor quality and waste of money,2025-12-28,Mobile,poor quality waste money,negative,-0.30000000000000004
4608,Divya,Very happy with the product,2025-10-04,Mobile,very happy product,positive,1.0
4609,Anitha,Average experience,2025-06-20,Laptop,average experience,negative,-0.15
4610,Rahul,Very bad experience and disappointed,2025-03-11,Laptop,very bad experience disappointed,negative,-0.8299999999999998
4611,Sneha,Excellent quality and very satisfied,2025-05-03,Smart Watch,excellent quality very satisfied,positive,0.825
4612,Rahul,Very bad experience and disappointed,2025-01-10,Banking App,very bad experience disappointed,negative,-0.8299999999999998
4613,Anitha,Excellent quality and very satisfied,2025-08-19,Mobile App,excellent quality very satisfied,positive,0.825
4614,Anitha,Average experience,2025-07-20,Laptop,average experience,negative,-0.15
4615,Karthik,Very happy with the product,2025-06-18,Laptop,very happy product,positive,1.0
4616,Sneha,Very happy with the product,2025-11-26,Mobile,very happy product,positive,1.0
4617,Manoj,Decent product,2025-01-09,E-commerce,decent product,positive,0.16666666666666666
4618,Suresh,Decent product,2025-11-01,E-commerce,decent product,positive,0.16666666666666666
4619,Anitha,Worst product ever,2025-07-25,Mobile,worst product ever,negative,-1.0
4620,Arun,Nothing special,2025-10-16,Mobile,nothing special,positive,0.35714285714285715
4621,Sneha,Very happy with the product,2025-11-07,Headphones,very happy product,positive,1.0
4622,Karthik,Okay for the price,2025-12-09,Mobile,okay price,positive,0.5
4623,Manoj,Delivery was too late,2025-12-08,E-commerce,delivery too late,negative,-0.3
4624,Divya,Customer support did not respond,2025-04-06,Banking App,customer support did not respond,neutral,0.0
4625,Anitha,Nothing special,2025-06-21,Banking App,nothing special,positive,0.35714285714285715
4626,Pooja,Decent product,2025-09-12,Banking App,decent product,positive,0.16666666666666666
4627,Arun,"Amazing experience, highly recommend",2025-10-22,Banking App,amazing experience highly recommend,positive,0.38000000000000006
4628,Divya,Poor quality and waste of money,2025-09-03,Mobile,poor quality waste money,negative,-0.30000000000000004
4629,Sneha,Nothing special,2025-09-17,Smart Watch,nothing special,positive,0.35714285714285715
4630,Manoj,Poor quality and waste of money,2025-02-02,Mobile,poor quality waste money,negative,-0.30000000000000004
4631,Manoj,Worst product ever,2025-09-27,Mobile App,worst product ever,negative,-1.0
4632,Rahul,Delivery was too late,2025-07-25,Mobile App,delivery too late,negative,-0.3
4633,Sneha,Very bad experience and disappointed,2025-08-23,Mobile App,very bad experience disappointed,negative,-0.8299999999999998
4634,Manoj,Acceptable performance,2025-04-18,Mobile,acceptable performance,neutral,0.0
4635,Manoj,Acceptable performance,2025-05-31,E-commerce,acceptable performance,neutral,0.0
4636,Divya,Acceptable performance,2025-11-22,Headphones,acceptable performance,neutral,0.0
4637,Divya,"Amazing experience, highly recommend",2025-05-05,Laptop,amazing experience highly recommend,positive,0.38000000000000006
4638,Priya,Decent product,2025-07-29,Laptop,decent product,positive,0.16666666666666666
4639,Sneha,Acceptable performance,2025-02-24,Mobile,acceptable performance,neutral,0.0
4640,Manoj,Acceptable performance,2025-11-24,Internet Service,acceptable performance,neutral,0.0
4641,Manoj,Okay for the price,2025-01-20,Headphones,okay price,positive,0.5
4642,Manoj,Poor quality and waste of money,2025-03-22,Smart Watch,poor quality waste money,negative,-0.30000000000000004
4643,Arun,Okay for the price,2025-07-07,Mobile,okay price,positive,0.5
4644,Pooja,Okay for the price,2025-02-14,E-commerce,okay price,positive,0.5
4645,Suresh,Average experience,2025-03-29,Mobile App,average experience,negative,-0.15
4646,Suresh,Customer support did not respond,2025-06-16,E-commerce,customer support did not respond,neutral,0.0
4647,Anitha,Worst product ever,2025-09-16,Laptop,worst product ever,negative,-1.0
4648,Rahul,Nothing special,2025-10-01,Laptop,nothing special,positive,0.35714285714285715
4649,Rahul,Worst product ever,2025-04-21,Banking App,worst product ever,negative,-1.0
4650,Priya,Poor quality and waste of money,2025-01-09,Mobile,poor quality waste money,negative,-0.30000000000000004
4651,Divya,Nothing special,2025-12-01,Mobile,nothing special,positive,0.35714285714285715
4652,Divya,Customer support did not respond,2025-10-09,Smart Watch,customer support did not respond,neutral,0.0
4653,Divya,Average experience,2025-10-23,Smart Watch,average experience,negative,-0.15
4654,Rahul,"Amazing experience, highly recommend",2025-04-03,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
4655,Anitha,Very happy with the product,2025-04-17,Smart Watch,very happy product,positive,1.0
4656,Karthik,Worst product ever,2025-10-24,Headphones,worst product ever,negative,-1.0
4657,Suresh,Great service and fast delivery,2025-06-22,Headphones,great service fast delivery,positive,0.5
4658,Sneha,Very bad experience and disappointed,2025-10-06,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
4659,Karthik,Worst product ever,2025-02-27,E-commerce,worst product ever,negative,-1.0
4660,Suresh,Acceptable performance,2025-12-18,Mobile App,acceptable performance,neutral,0.0
4661,Anitha,Excellent quality and very satisfied,2025-03-22,Laptop,excellent quality very satisfied,positive,0.825
4662,Divya,Acceptable performance,2025-03-07,Mobile,acceptable performance,neutral,0.0
4663,Priya,Worst product ever,2025-06-25,Mobile App,worst product ever,negative,-1.0
4664,Arun,"Amazing experience, highly recommend",2025-09-14,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
4665,Pooja,Nothing special,2025-11-18,Internet Service,nothing special,positive,0.35714285714285715
4666,Suresh,Decent product,2025-01-31,Headphones,decent product,positive,0.16666666666666666
4667,Suresh,Average experience,2025-12-19,Laptop,average experience,negative,-0.15
4668,Pooja,Average experience,2025-03-20,Internet Service,average experience,negative,-0.15
4669,Pooja,Very happy with the product,2025-01-13,Mobile App,very happy product,positive,1.0
4670,Priya,Great service and fast delivery,2025-10-29,Banking App,great service fast delivery,positive,0.5
4671,Rahul,Poor quality and waste of money,2025-04-04,Mobile App,poor quality waste money,negative,-0.30000000000000004
4672,Karthik,Very happy with the product,2025-09-03,Internet Service,very happy product,positive,1.0
4673,Sneha,Decent product,2025-09-29,Internet Service,decent product,positive,0.16666666666666666
4674,Arun,Acceptable performance,2025-10-14,Headphones,acceptable performance,neutral,0.0
4675,Suresh,Okay for the price,2025-07-08,E-commerce,okay price,positive,0.5
4676,Arun,Worst product ever,2025-09-12,Banking App,worst product ever,negative,-1.0
4677,Anitha,Delivery was too late,2025-08-01,E-commerce,delivery too late,negative,-0.3
4678,Manoj,Nothing special,2025-06-05,Smart Watch,nothing special,positive,0.35714285714285715
4679,Arun,"Amazing experience, highly recommend",2025-08-17,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
4680,Manoj,Customer support did not respond,2025-03-24,Laptop,customer support did not respond,neutral,0.0
4681,Suresh,Customer support did not respond,2025-03-09,E-commerce,customer support did not respond,neutral,0.0
4682,Rahul,Acceptable performance,2025-02-12,Mobile App,acceptable performance,neutral,0.0
4683,Sneha,Decent product,2025-12-19,E-commerce,decent product,positive,0.16666666666666666
4684,Anitha,Customer support did not respond,2025-09-04,Banking App,customer support did not respond,neutral,0.0
4685,Rahul,Delivery was too late,2025-02-04,Laptop,delivery too late,negative,-0.3
4686,Anitha,Very bad experience and disappointed,2025-08-02,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
4687,Priya,Excellent quality and very satisfied,2025-10-30,Laptop,excellent quality very satisfied,positive,0.825
4688,Anitha,Excellent quality and very satisfied,2025-01-14,Smart Watch,excellent quality very satisfied,positive,0.825
4689,Pooja,Okay for the price,2025-05-18,Mobile,okay price,positive,0.5
4690,Karthik,Support team was very helpful,2025-01-25,Mobile,support team very helpful,positive,0.2
4691,Karthik,Worst product ever,2025-11-19,Internet Service,worst product ever,negative,-1.0
4692,Arun,Support team was very helpful,2025-12-09,Mobile App,support team very helpful,positive,0.2
4693,Pooja,Excellent quality and very satisfied,2025-09-15,E-commerce,excellent quality very satisfied,positive,0.825
4694,Rahul,Great service and fast delivery,2025-09-14,E-commerce,great service fast delivery,positive,0.5
4695,Priya,Great service and fast delivery,2025-02-14,Internet Service,great service fast delivery,positive,0.5
4696,Suresh,Okay for the price,2025-12-01,Laptop,okay price,positive,0.5
4697,Rahul,Worst product ever,2025-09-24,Laptop,worst product ever,negative,-1.0
4698,Sneha,Worst product ever,2025-04-27,Mobile App,worst product ever,negative,-1.0
4699,Anitha,Decent product,2025-10-01,Mobile App,decent product,positive,0.16666666666666666
4700,Rahul,Okay for the price,2025-02-17,Internet Service,okay price,positive,0.5
4701,Arun,Customer support did not respond,2025-04-27,E-commerce,customer support did not respond,neutral,0.0
4702,Divya,Poor quality and waste of money,2025-03-09,Internet Service,poor quality waste money,negative,-0.30000000000000004
4703,Sneha,Very happy with the product,2025-01-13,Smart Watch,very happy product,positive,1.0
4704,Suresh,"Amazing experience, highly recommend",2025-03-21,E-commerce,amazing experience highly recommend,positive,0.38000000000000006
4705,Pooja,Very happy with the product,2025-10-10,Banking App,very happy product,positive,1.0
4706,Rahul,Delivery was too late,2025-08-11,Internet Service,delivery too late,negative,-0.3
4707,Pooja,Okay for the price,2025-09-21,Laptop,okay price,positive,0.5
4708,Divya,Worst product ever,2025-05-24,Headphones,worst product ever,negative,-1.0
4709,Rahul,Okay for the price,2025-09-04,Headphones,okay price,positive,0.5
4710,Arun,Very happy with the product,2025-09-03,Internet Service,very happy product,positive,1.0
4711,Divya,Support team was very helpful,2025-11-21,Mobile,support team very helpful,positive,0.2
4712,Sneha,"Amazing experience, highly recommend",2025-03-02,E-commerce,amazing experience highly recommend,positive,0.38000000000000006
4713,Manoj,Customer support did not respond,2025-04-23,Mobile App,customer support did not respond,neutral,0.0
4714,Anitha,Worst product ever,2025-09-12,Laptop,worst product ever,negative,-1.0
4715,Anitha,Nothing special,2025-09-05,Banking App,nothing special,positive,0.35714285714285715
4716,Manoj,Acceptable performance,2025-02-25,E-commerce,acceptable performance,neutral,0.0
4717,Divya,Excellent quality and very satisfied,2025-09-12,E-commerce,excellent quality very satisfied,positive,0.825
4718,Manoj,Nothing special,2025-12-16,Laptop,nothing special,positive,0.35714285714285715
4719,Pooja,Very happy with the product,2025-01-03,Banking App,very happy product,positive,1.0
4720,Arun,Worst product ever,2025-10-29,Smart Watch,worst product ever,negative,-1.0
4721,Pooja,Poor quality and waste of money,2025-08-03,E-commerce,poor quality waste money,negative,-0.30000000000000004
4722,Priya,Customer support did not respond,2025-06-19,Internet Service,customer support did not respond,neutral,0.0
4723,Divya,Very happy with the product,2025-07-17,E-commerce,very happy product,positive,1.0
4724,Sneha,Excellent quality and very satisfied,2025-04-25,Mobile,excellent quality very satisfied,positive,0.825
4725,Pooja,Very bad experience and disappointed,2025-10-22,Laptop,very bad experience disappointed,negative,-0.8299999999999998
4726,Sneha,Delivery was too late,2025-10-04,Smart Watch,delivery too late,negative,-0.3
4727,Suresh,Nothing special,2025-06-25,Banking App,nothing special,positive,0.35714285714285715
4728,Karthik,Delivery was too late,2025-01-21,Mobile App,delivery too late,negative,-0.3
4729,Suresh,Very happy with the product,2025-06-01,Laptop,very happy product,positive,1.0
4730,Divya,Nothing special,2025-06-05,Mobile App,nothing special,positive,0.35714285714285715
4731,Divya,Decent product,2025-06-10,Banking App,decent product,positive,0.16666666666666666
4732,Suresh,"Amazing experience, highly recommend",2025-11-05,Mobile,amazing experience highly recommend,positive,0.38000000000000006
4733,Rahul,Nothing special,2025-05-30,Smart Watch,nothing special,positive,0.35714285714285715
4734,Karthik,Support team was very helpful,2025-06-11,Smart Watch,support team very helpful,positive,0.2
4735,Sneha,Nothing special,2025-02-13,Banking App,nothing special,positive,0.35714285714285715
4736,Priya,"Amazing experience, highly recommend",2025-02-22,Mobile,amazing experience highly recommend,positive,0.38000000000000006
4737,Manoj,Great service and fast delivery,2025-05-29,Internet Service,great service fast delivery,positive,0.5
4738,Arun,Customer support did not respond,2025-07-17,Laptop,customer support did not respond,neutral,0.0
4739,Manoj,"Amazing experience, highly recommend",2025-08-22,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
4740,Suresh,Worst product ever,2025-10-26,Laptop,worst product ever,negative,-1.0
4741,Rahul,Great service and fast delivery,2025-05-21,E-commerce,great service fast delivery,positive,0.5
4742,Manoj,Acceptable performance,2025-10-24,Internet Service,acceptable performance,neutral,0.0
4743,Pooja,Great service and fast delivery,2025-03-22,Banking App,great service fast delivery,positive,0.5
4744,Sneha,Poor quality and waste of money,2025-08-15,Mobile,poor quality waste money,negative,-0.30000000000000004
4745,Suresh,Average experience,2025-06-05,Mobile App,average experience,negative,-0.15
4746,Arun,Support team was very helpful,2025-11-24,Smart Watch,support team very helpful,positive,0.2
4747,Karthik,Acceptable performance,2025-10-14,Mobile,acceptable performance,neutral,0.0
4748,Arun,"Amazing experience, highly recommend",2025-08-16,Mobile,amazing experience highly recommend,positive,0.38000000000000006
4749,Divya,Nothing special,2025-09-22,E-commerce,nothing special,positive,0.35714285714285715
4750,Karthik,Worst product ever,2025-04-14,Laptop,worst product ever,negative,-1.0
4751,Divya,Decent product,2025-03-06,Internet Service,decent product,positive,0.16666666666666666
4752,Pooja,Okay for the price,2025-05-03,Headphones,okay price,positive,0.5
4753,Priya,Customer support did not respond,2025-11-01,Mobile,customer support did not respond,neutral,0.0
4754,Arun,Poor quality and waste of money,2025-11-13,Mobile App,poor quality waste money,negative,-0.30000000000000004
4755,Anitha,Worst product ever,2025-08-02,Banking App,worst product ever,negative,-1.0
4756,Manoj,Great service and fast delivery,2025-01-22,Mobile,great service fast delivery,positive,0.5
